age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
55,Self-emp-not-inc,100520,Bachelors,12,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,762,0,35,Portugal,0
45,Self-emp-not-inc,74647,Some-college,10,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,1636,26,19,Philippines,0
47,Local-gov,142026,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,41029,0,43,Ireland,1
47,Private,326537,Some-college,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,572,0,41,Poland,0
25,Local-gov,126943,Assoc-voc,11,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,88144,0,35,Cambodia,1
37,Private,303892,Assoc-acdm,11,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,41020,0,29,United-States,1
50,Private,140718,12th,6,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,95076,0,53,United-States,0
28,Local-gov,176406,7th-8th,6,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,28,0,33,United-States,0
77,Self-emp-not-inc,152377,Assoc-voc,10,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,30610,0,47,Cuba,0
37,Federal-gov,131124,Prof-school,16,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,92703,0,30,Germany,1
41,Private,141510,12th,7,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,2557,30,24,Poland,0
44,Local-gov,110664,Bachelors,13,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,48095,0,60,Germany,0
28,Private,140412,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,6111,0,47,Philippines,0
48,State-gov,225901,Some-college,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,50921,87,52,Ireland,0
59,State-gov,188856,12th,7,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,3433,0,51,Philippines,0
40,State-gov,269482,Bachelors,14,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,8009,343,26,Cambodia,0
39,State-gov,114005,Bachelors,13,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,2487,1,38,Philippines,0
26,Private,76816,12th,6,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,69971,0,28,Portugal,0
41,Private,279387,12th,7,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,12504,0,44,Cuba,0
43,State-gov,180176,Bachelors,14,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,1,0,55,Ireland,0
35,Self-emp-not-inc,191213,Bachelors,12,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,86530,0,52,Portugal,0
30,Private,190647,Bachelors,14,Separated,Protective-serv,Husband,Asian-Pac-Islander,Male,40825,0,46,Cambodia,0
22,Local-gov,151764,Assoc-acdm,12,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,320,0,27,Ireland,0
36,State-gov,183981,Masters,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,95435,2,55,Portugal,0
30,Local-gov,218601,HS-grad,9,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,13592,3,49,Portugal,0
71,State-gov,241206,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,70,0,35,United-States,0
28,State-gov,115385,Masters,14,Married-spouse-absent,Prof-specialty,Wife,Asian-Pac-Islander,Female,43208,39,38,United-States,0
25,Local-gov,141845,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,62511,0,47,Cuba,1
28,Private,292169,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,31117,0,44,Portugal,0
33,Local-gov,110707,Assoc-acdm,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,1137,9,41,Greece,0
64,State-gov,109425,12th,7,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,1166,0,27,Ecuador,0
25,Private,70532,Bachelors,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,1054,25,38,South,0
59,State-gov,182482,HS-grad,10,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,7,2,34,Poland,1
19,Private,141451,11th,6,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,8526,1,44,South,0
32,Private,103487,HS-grad,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,1672,0,24,Philippines,1
32,State-gov,278411,HS-grad,9,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,81998,0,30,Poland,0
57,Self-emp-not-inc,196753,Doctorate,16,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,74310,0,38,Ireland,0
37,Local-gov,164385,12th,7,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,80604,12,36,Portugal,0
30,Federal-gov,56691,12th,8,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander,Male,3816,0,46,Ireland,0
21,Private,230855,HS-grad,8,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,2882,0,27,Ireland,0
60,Local-gov,91178,Some-college,9,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,87939,1,43,Ecuador,0
24,State-gov,366966,Some-college,9,Separated,Other-service,Husband,Black,Male,40561,0,36,Ecuador,0
34,State-gov,221555,10th,7,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,1092,0,35,Ireland,1
29,Private,81539,Some-college,9,Separated,Prof-specialty,Own-child,Black,Male,21047,33,38,Greece,0
19,Private,168602,HS-grad,9,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,71335,0,40,Cambodia,0
22,Self-emp-not-inc,84133,12th,7,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,11524,0,44,Cuba,0
24,Without-pay,108022,Some-college,11,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,7267,0,51,Cuba,0
49,Private,238673,Bachelors,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,40408,0,49,Cuba,0
46,Private,306325,HS-grad,8,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,11846,0,36,South,0
34,Private,161945,Prof-school,16,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,98176,0,44,United-States,1
46,Self-emp-not-inc,62484,Some-college,8,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,18668,0,32,Portugal,0
39,Self-emp-not-inc,98099,Assoc-voc,10,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,62352,0,40,Cuba,1
35,Private,72568,Masters,14,Never-married,Prof-specialty,Own-child,Black,Male,81353,0,38,Philippines,0
17,State-gov,117566,11th,6,Never-married,Other-service,Own-child,Black,Male,3234,1,34,South,0
35,Without-pay,134460,Assoc-voc,10,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,340,1,45,Cuba,0
40,Private,366582,HS-grad,7,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Female,73521,0,41,South,0
84,Local-gov,87659,Masters,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,99448,0,83,Philippines,0
23,Private,60345,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,27843,0,44,Portugal,0
38,Private,58815,Bachelors,14,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,47775,0,22,Greece,0
42,Federal-gov,427018,HS-grad,9,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,13560,51,59,South,0
57,Local-gov,57810,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,51457,0,41,Cuba,1
59,Local-gov,449373,Some-college,10,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,98672,0,50,South,0
43,Private,220440,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,1737,0,31,Italy,1
62,State-gov,122645,Some-college,10,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,15374,0,28,United-States,0
54,State-gov,156519,Bachelors,12,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,97142,0,51,Philippines,1
48,Private,47167,Some-college,9,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,31605,0,41,Cuba,0
22,State-gov,255198,HS-grad,11,Divorced,Armed-Forces,Husband,Asian-Pac-Islander,Female,4751,0,16,Portugal,0
19,Private,97005,Some-college,12,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,121,0,30,Cuba,0
36,Private,70517,Assoc-acdm,12,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,88369,0,46,Cuba,0
52,State-gov,156111,Bachelors,13,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,90227,0,24,South,1
35,State-gov,64688,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,69843,0,27,Portugal,0
27,Private,342331,HS-grad,9,Separated,Protective-serv,Own-child,Black,Male,119,0,19,Portugal,0
28,Private,121343,Assoc-voc,10,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,4589,0,44,United-States,0
40,Without-pay,251635,HS-grad,8,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,8973,0,19,Philippines,0
43,Local-gov,124162,Prof-school,16,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,84299,0,35,Cuba,0
64,Self-emp-not-inc,231379,Masters,15,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,68832,0,46,Greece,0
49,State-gov,156501,11th,5,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,35980,18,42,Cuba,1
63,State-gov,118067,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,34,0,44,Cuba,0
50,Private,225740,HS-grad,7,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Male,58913,0,68,Cuba,0
23,Self-emp-not-inc,203465,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,72035,0,30,Cuba,1
41,State-gov,177361,HS-grad,8,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,8340,1,17,South,1
18,Private,247466,12th,8,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,33046,0,20,Greece,0
49,Self-emp-not-inc,123170,9th,6,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,0,0,36,Ireland,0
37,State-gov,126512,HS-grad,9,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,62711,0,48,Philippines,0
42,Self-emp-not-inc,63288,Assoc-voc,11,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,23938,71,20,Portugal,0
34,Federal-gov,71161,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,97523,0,50,South,1
31,Local-gov,107248,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,13382,10,23,United-States,0
29,Private,137126,12th,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,11878,29,52,Cuba,1
23,Private,92805,Bachelors,13,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,149,5,42,Hungary,0
40,Private,102585,Some-college,9,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,209,27,37,Cuba,1
58,Private,20479,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,38681,0,33,Cuba,1
22,Without-pay,97290,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,9,0,44,Philippines,0
32,Private,283203,Bachelors,12,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Male,88842,0,43,Greece,0
31,State-gov,258116,Assoc-acdm,11,Never-married,Exec-managerial,Husband,Black,Female,19951,0,30,Philippines,0
31,Private,121761,Some-college,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,76726,0,35,Cuba,0
46,Self-emp-not-inc,121675,Bachelors,12,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,39806,0,26,South,0
33,State-gov,159404,Assoc-acdm,11,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Male,5832,2,37,Hungary,0
71,State-gov,408573,HS-grad,9,Divorced,Protective-serv,Wife,Black,Female,84173,13,67,Portugal,0
76,Private,104437,Assoc-acdm,10,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,13589,0,63,Cuba,0
32,Private,271943,HS-grad,8,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,33529,0,41,South,0
56,Local-gov,182701,Assoc-voc,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,20084,0,43,Philippines,0
28,Private,281390,5th-6th,6,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,29284,0,19,Portugal,1
35,Private,574826,Bachelors,12,Never-married,Transport-moving,Husband,Black,Female,70799,0,32,South,0
43,Private,76372,HS-grad,9,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,3,0,54,Cuba,0
31,State-gov,125085,Some-college,10,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,13929,0,56,Cuba,0
46,Private,143956,9th,6,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,692,9,49,Cuba,0
38,State-gov,207010,HS-grad,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,26041,0,54,Yugoslavia,0
53,Private,50992,1st-4th,5,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,725,4,39,South,0
27,Private,276679,Bachelors,12,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,6434,31,35,United-States,1
39,Local-gov,208035,HS-grad,8,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,820,7,43,Poland,1
21,Private,187350,HS-grad,9,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,17705,0,26,Portugal,0
21,Private,108422,Bachelors,13,Separated,Sales,Husband,Asian-Pac-Islander,Male,20446,0,44,Ireland,0
25,Private,73827,7th-8th,7,Never-married,Craft-repair,Own-child,Other,Male,98,7,45,South,0
54,Private,242594,Assoc-acdm,11,Divorced,Prof-specialty,Other-relative,Black,Female,35412,0,28,Portugal,1
49,State-gov,459366,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,6900,6,40,Cuba,0
34,Private,120506,Assoc-acdm,10,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,6703,0,49,Greece,1
24,Private,169758,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,983,0,34,Hungary,0
49,Self-emp-not-inc,302652,Assoc-acdm,13,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,38651,9,40,Yugoslavia,0
30,State-gov,237707,Some-college,9,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,16745,0,48,Hong,0
50,Private,318056,HS-grad,9,Divorced,Sales,Husband,Asian-Pac-Islander,Male,22224,40,44,South,1
52,Local-gov,73985,12th,7,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,13615,0,38,Greece,0
33,Private,218969,Bachelors,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,86197,4,38,Hungary,1
32,Private,120340,12th,7,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,20333,0,49,Greece,0
32,State-gov,353850,12th,7,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,4172,0,34,United-States,0
24,Private,35081,9th,5,Separated,Transport-moving,Own-child,Asian-Pac-Islander,Male,4465,0,28,Portugal,0
29,Private,163367,Assoc-voc,10,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,27112,0,40,Portugal,0
36,Private,215224,HS-grad,9,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,10634,1,45,Cuba,1
34,Without-pay,160623,12th,6,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,1599,0,28,United-States,0
57,Private,202348,9th,5,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,7905,1,28,Portugal,0
49,Private,340608,HS-grad,11,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,62809,0,18,Philippines,1
31,Self-emp-not-inc,270136,Some-college,10,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,812,0,44,Portugal,0
50,Private,80232,Assoc-voc,11,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,88052,0,46,Philippines,1
43,Without-pay,342924,Some-college,9,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,29422,0,36,Poland,0
45,Local-gov,191106,HS-grad,7,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,19830,68,42,South,0
41,Federal-gov,200154,Bachelors,12,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,5289,0,32,Cuba,0
23,Private,316102,HS-grad,9,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,91541,0,30,Germany,1
29,Self-emp-not-inc,293655,HS-grad,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,44295,0,29,Portugal,0
31,State-gov,83636,Some-college,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,82547,0,36,Cuba,0
44,Private,317350,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,48248,0,38,Poland,0
52,Federal-gov,40157,Bachelors,14,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,9782,0,48,Japan,0
44,State-gov,128464,Some-college,10,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,63338,1,39,Cuba,0
33,Self-emp-not-inc,217726,Bachelors,13,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,48310,0,50,Greece,0
45,Local-gov,223993,12th,8,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,10808,48,37,Portugal,0
35,Local-gov,396325,12th,8,Divorced,Transport-moving,Own-child,Black,Female,61589,0,37,Germany,0
23,Local-gov,193608,HS-grad,10,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,4385,21,32,Ireland,0
48,Local-gov,253362,Some-college,10,Separated,Protective-serv,Wife,Black,Male,74734,16,32,Yugoslavia,0
34,State-gov,234196,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,226,0,74,Cambodia,0
40,Local-gov,389902,Some-college,10,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,90075,0,28,Ecuador,1
41,Self-emp-not-inc,177434,Bachelors,12,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Male,594,0,33,Yugoslavia,0
34,Self-emp-not-inc,467849,1st-4th,3,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,228,0,43,Ecuador,0
50,Private,506715,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,88831,15,39,Cambodia,0
58,State-gov,190288,Assoc-acdm,11,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,5,0,27,Yugoslavia,0
35,State-gov,174016,Bachelors,12,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,65607,0,63,Portugal,1
35,Federal-gov,239252,Some-college,10,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,89874,96,32,United-States,1
26,Private,228128,Some-college,10,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,3240,3,41,United-States,0
41,Private,93799,Bachelors,13,Separated,Protective-serv,Other-relative,Asian-Pac-Islander,Male,43249,0,35,Portugal,0
52,State-gov,137168,HS-grad,9,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,82286,0,35,United-States,0
46,Private,199936,7th-8th,7,Divorced,Armed-Forces,Own-child,Asian-Pac-Islander,Male,1489,0,19,Portugal,0
46,Self-emp-not-inc,127085,Some-college,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,63155,0,52,Portugal,0
47,Local-gov,105586,Some-college,10,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,34831,1,53,Philippines,0
71,Private,99749,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,450,0,35,Ireland,0
42,Federal-gov,187351,Masters,16,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Female,37680,33,44,Portugal,0
35,Private,512346,12th,8,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,69398,0,1,Portugal,0
38,Private,306330,Assoc-acdm,10,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,90944,0,43,Philippines,0
21,Private,212503,12th,6,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,15010,0,10,Portugal,0
44,Self-emp-not-inc,221307,Some-college,10,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,81319,97,36,Cambodia,0
38,Private,343772,12th,7,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,7895,0,33,Portugal,0
19,Private,251420,12th,7,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,88,0,47,Portugal,0
33,Private,67687,HS-grad,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,14383,0,45,United-States,0
25,Federal-gov,262855,Some-college,11,Widowed,Prof-specialty,Husband,Asian-Pac-Islander,Male,44126,0,30,Philippines,0
44,Private,263872,HS-grad,9,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,419,1,40,United-States,0
40,Private,135903,Assoc-acdm,11,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,98884,0,55,Cambodia,0
36,Private,139854,12th,8,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,503,0,38,Portugal,0
65,Local-gov,198065,12th,7,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,5006,0,28,United-States,0
34,Private,222413,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,85166,7,44,United-States,0
18,Local-gov,31168,12th,8,Never-married,Protective-serv,Own-child,Black,Male,25108,0,30,Ireland,0
32,Private,59292,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Own-child,Asian-Pac-Islander,Male,1598,1,59,Philippines,0
45,State-gov,135798,Masters,14,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,113,26,33,Greece,0
69,Private,155195,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,3,0,57,United-States,0
22,Private,209192,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,37379,0,38,Cuba,0
30,Local-gov,575695,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Male,33179,12,54,Cuba,0
35,Local-gov,98744,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,57966,0,61,Ireland,0
37,Private,224845,Some-college,9,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,706,3,45,Yugoslavia,0
50,State-gov,59557,HS-grad,8,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,25901,6,50,Cambodia,0
37,Private,153175,11th,5,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,3771,1,50,Philippines,0
32,Local-gov,69818,Assoc-acdm,13,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3141,5,37,United-States,0
35,Federal-gov,60353,Bachelors,14,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2251,0,50,Poland,0
45,Private,31823,10th,6,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Female,18167,5,43,Cuba,0
51,Private,196036,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,44647,3,35,Philippines,1
44,Private,59487,Assoc-acdm,9,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,1242,62,65,Portugal,0
24,Without-pay,108150,Some-college,11,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,14602,0,30,United-States,0
28,Self-emp-not-inc,54151,Bachelors,14,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander,Female,2065,0,38,Portugal,0
42,Without-pay,234529,Assoc-voc,10,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Male,7525,0,42,Yugoslavia,0
44,Private,138712,Assoc-voc,10,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,277,0,43,Philippines,0
59,Local-gov,178975,Assoc-voc,10,Separated,Sales,Other-relative,Black,Male,1102,424,40,Yugoslavia,0
48,Private,47915,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,56279,4,23,Cambodia,0
42,Private,49000,12th,6,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,57763,0,37,Ireland,1
46,State-gov,327816,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,35106,0,49,Philippines,0
24,State-gov,170460,Bachelors,12,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,1,0,42,Portugal,0
21,State-gov,131295,Bachelors,12,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,50263,0,62,Cambodia,0
41,Self-emp-not-inc,173571,12th,7,Divorced,Prof-specialty,Own-child,Black,Male,76353,0,26,United-States,0
55,State-gov,283516,9th,5,Separated,Sales,Husband,Black,Male,19565,0,32,Jamaica,0
70,Local-gov,158740,Assoc-acdm,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,785,146,66,Portugal,1
54,Private,315680,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,38615,0,67,Cuba,1
39,Private,117631,Bachelors,12,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,68252,0,42,Philippines,0
25,Private,211361,12th,6,Separated,Prof-specialty,Own-child,Black,Male,247,0,32,Portugal,0
62,Self-emp-not-inc,91163,HS-grad,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,30899,0,45,Greece,1
42,Private,149379,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,78,67,44,South,0
28,Local-gov,55670,Assoc-acdm,11,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,57482,3,36,Germany,1
47,Private,264530,HS-grad,7,Widowed,Handlers-cleaners,Husband,Black,Female,59231,0,58,Cuba,0
55,Private,479934,Assoc-acdm,12,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,5174,7,30,Germany,0
53,Private,236790,Assoc-voc,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,76705,81,27,Greece,0
20,Private,103799,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,12,0,37,Portugal,0
42,Private,86281,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,10600,8,45,Philippines,1
19,Self-emp-not-inc,163112,Masters,16,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,78,0,26,Cuba,0
70,Local-gov,105663,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,5011,7,61,Cuba,1
39,Self-emp-not-inc,167702,Assoc-voc,11,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,72237,67,27,Greece,1
24,Private,117582,HS-grad,9,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,77643,3,45,Cambodia,0
